question,answer_llm,answer_orig,document
"Do I need some kind of test set before changing search field weights, and how do I make one?","Yes — it’s a good idea to have a small ground-truth test set before changing search field weights.

How to make one:
1. Create a small set of representative questions.
2. For each question, mark which documents should be retrieved.
3. Try different field weight settings.
4. Compare the results using metrics like hit rate, precision@k, recall@k, or MRR.

For small projects, you can also tune by trial and error, but a test set is the more reliable method.","The systematic approach is to evaluate different weight settings against a ground-truth dataset.

For example:

1. Create a small set of representative questions.
2. Mark which documents should be retrieved for each question.
3. Try different field weights.
4. Compare retrieval metrics such as hit rate, precision@k, recall@k, or MRR.

You can tune weights by trial and error for small projects, but evaluation is the more reliable approach. The course covers this topic more directly in the evaluation module.",87d4ea4e08
"For a small RAG project, is trial and error enough for field weights or should I measure results somehow?","For a small RAG project, trial and error is okay to get started, but it’s better to measure results.

A more reliable approach is to:
1. Create a small set of representative questions.
2. Mark which documents should be retrieved for each question.
3. Try different field weights.
4. Compare retrieval metrics like hit rate, precision@k, recall@k, or MRR.

So: use trial and error for quick tuning, but if you want confidence that the weights are actually improving retrieval, measure them against a ground-truth dataset.","The systematic approach is to evaluate different weight settings against a ground-truth dataset.

For example:

1. Create a small set of representative questions.
2. Mark which documents should be retrieved for each question.
3. Try different field weights.
4. Compare retrieval metrics such as hit rate, precision@k, recall@k, or MRR.

You can tune weights by trial and error for small projects, but evaluation is the more reliable approach. The course covers this topic more directly in the evaluation module.",87d4ea4e08
Which retrieval metrics should I look at when comparing different weight settings for search?,"Look at retrieval metrics such as:

- hit rate
- precision@k
- recall@k
- MRR

These are the metrics mentioned for comparing different weight settings against a ground-truth dataset.","The systematic approach is to evaluate different weight settings against a ground-truth dataset.

For example:

1. Create a small set of representative questions.
2. Mark which documents should be retrieved for each question.
3. Try different field weights.
4. Compare retrieval metrics such as hit rate, precision@k, recall@k, or MRR.

You can tune weights by trial and error for small projects, but evaluation is the more reliable approach. The course covers this topic more directly in the evaluation module.",87d4ea4e08
What’s the best way to clean docs before using them in RAG?,"Clean docs by removing obvious noise like broken HTML, duplicate text, boilerplate, OCR errors, and repeated headers/footers, while preserving useful context such as titles, section names, dates, page numbers, speaker names, and Q&A structure. Then store them in a structured format that’s easy to chunk and retrieve, and keep helpful metadata.

The goal is not just to shorten the text, but to make retrieval more accurate.","Prepare the data so it is clean, structured, and easy to chunk and retrieve.

Common steps:

- Remove obvious noise such as broken HTML, duplicate text, boilerplate, OCR errors, repeated headers, and repeated footers.
- Preserve useful context such as titles, section names, dates, page numbers, speaker names, and Q&A structure.
- Store the result in a structured format that is easy to process. JSON is often convenient, but it is not mandatory.
- Chunk the documents in a way that keeps related context together.
- Keep metadata that may help filtering or ranking later.

The exact format depends on the source data. The goal is not just to make the text shorter, but to make retrieval more accurate.",649c280e6d
"Should I keep things like titles, dates, and section names when preprocessing data for retrieval?","Yes — keep useful context like titles, section names, dates, page numbers, speaker names, and Q&A structure. The goal is to remove noise, not important context that helps retrieval.","Prepare the data so it is clean, structured, and easy to chunk and retrieve.

Common steps:

- Remove obvious noise such as broken HTML, duplicate text, boilerplate, OCR errors, repeated headers, and repeated footers.
- Preserve useful context such as titles, section names, dates, page numbers, speaker names, and Q&A structure.
- Store the result in a structured format that is easy to process. JSON is often convenient, but it is not mandatory.
- Chunk the documents in a way that keeps related context together.
- Keep metadata that may help filtering or ranking later.

The exact format depends on the source data. The goal is not just to make the text shorter, but to make retrieval more accurate.",649c280e6d
"Do I need to convert my source files into JSON for RAG, or is any structure fine?","No — you don’t need to convert everything into JSON.

JSON is often convenient, but it’s not mandatory. The main goal is to make the documents **clean, structured, and easy to chunk and retrieve**. Any format is fine as long as it preserves useful context and is easy for your pipeline to process.","Prepare the data so it is clean, structured, and easy to chunk and retrieve.

Common steps:

- Remove obvious noise such as broken HTML, duplicate text, boilerplate, OCR errors, repeated headers, and repeated footers.
- Preserve useful context such as titles, section names, dates, page numbers, speaker names, and Q&A structure.
- Store the result in a structured format that is easy to process. JSON is often convenient, but it is not mandatory.
- Chunk the documents in a way that keeps related context together.
- Keep metadata that may help filtering or ranking later.

The exact format depends on the source data. The goal is not just to make the text shorter, but to make retrieval more accurate.",649c280e6d
How should I split documents so chunks still make sense for retrieval?,"Chunk documents so related context stays together, not just by length.

A good approach is to:
- remove noise first
- keep useful structure like titles, section headings, dates, page numbers, speaker names, and Q&A pairs
- split at natural boundaries when possible
- keep metadata alongside each chunk

The goal is to make each chunk still understandable and useful for retrieval, not just shorter.","Prepare the data so it is clean, structured, and easy to chunk and retrieve.

Common steps:

- Remove obvious noise such as broken HTML, duplicate text, boilerplate, OCR errors, repeated headers, and repeated footers.
- Preserve useful context such as titles, section names, dates, page numbers, speaker names, and Q&A structure.
- Store the result in a structured format that is easy to process. JSON is often convenient, but it is not mandatory.
- Chunk the documents in a way that keeps related context together.
- Keep metadata that may help filtering or ranking later.

The exact format depends on the source data. The goal is not just to make the text shorter, but to make retrieval more accurate.",649c280e6d
What metadata is actually useful to save when preparing data for a RAG system?,"Useful metadata is whatever helps you **filter or rank later**. The context gives examples of metadata worth preserving:

- titles
- section names
- dates
- page numbers
- speaker names
- Q&A structure

In general, keep metadata that improves retrieval accuracy or helps you identify and filter chunks later.","Prepare the data so it is clean, structured, and easy to chunk and retrieve.

Common steps:

- Remove obvious noise such as broken HTML, duplicate text, boilerplate, OCR errors, repeated headers, and repeated footers.
- Preserve useful context such as titles, section names, dates, page numbers, speaker names, and Q&A structure.
- Store the result in a structured format that is easy to process. JSON is often convenient, but it is not mandatory.
- Chunk the documents in a way that keeps related context together.
- Keep metadata that may help filtering or ranking later.

The exact format depends on the source data. The goal is not just to make the text shorter, but to make retrieval more accurate.",649c280e6d
"I’m seeing ""Failed to hardlink files"" in GitHub Codespaces when using uv — is something broken, or can I ignore it?","No — it’s not broken, and you can ignore it.

In GitHub Codespaces, `uv` may not be able to hardlink files from its cache, so it shows **“Failed to hardlink files”**. The install still works; `uv` just falls back to copying the files.

If you want to suppress the warning in the current shell:

```bash
export UV_LINK_MODE=copy
```

To make it persistent:

```bash
echo 'export UV_LINK_MODE=copy' >> ~/.bashrc
source ~/.bashrc
```","No. This warning can happen in GitHub Codespaces when `uv` cannot hardlink files between the cache and the target environment.

The package still installs. `uv` falls back to copying files.

To suppress the warning for the current shell:

```bash
export UV_LINK_MODE=copy
```

To make it persistent:

```bash
echo 'export UV_LINK_MODE=copy' >> ~/.bashrc
source ~/.bashrc
```

See the `uv` documentation for more details: [https://docs.astral.sh/uv/](https://docs.astral.sh/uv/).",acf8fa5356
"Why does uv complain about hardlinking in Codespaces, and does the install still succeed?","Because `uv` can’t hardlink files between the cache and the target environment in GitHub Codespaces. It warns about that, but it’s not an error.

Yes, the install still succeeds — `uv` just falls back to copying the files.","No. This warning can happen in GitHub Codespaces when `uv` cannot hardlink files between the cache and the target environment.

The package still installs. `uv` falls back to copying files.

To suppress the warning for the current shell:

```bash
export UV_LINK_MODE=copy
```

To make it persistent:

```bash
echo 'export UV_LINK_MODE=copy' >> ~/.bashrc
source ~/.bashrc
```

See the `uv` documentation for more details: [https://docs.astral.sh/uv/](https://docs.astral.sh/uv/).",acf8fa5356
How do I stop uv from showing the hardlink warning in my current terminal session?,"Set `UV_LINK_MODE=copy` for the current terminal session:

```bash
export UV_LINK_MODE=copy
```

This suppresses the hardlink warning in your current shell.","No. This warning can happen in GitHub Codespaces when `uv` cannot hardlink files between the cache and the target environment.

The package still installs. `uv` falls back to copying files.

To suppress the warning for the current shell:

```bash
export UV_LINK_MODE=copy
```

To make it persistent:

```bash
echo 'export UV_LINK_MODE=copy' >> ~/.bashrc
source ~/.bashrc
```

See the `uv` documentation for more details: [https://docs.astral.sh/uv/](https://docs.astral.sh/uv/).",acf8fa5356
What’s the easiest way to make uv always use copy mode instead of trying to hardlink files?,"Set the environment variable:

```bash
export UV_LINK_MODE=copy
```

If you want it to always use copy mode, add that line to your `~/.bashrc`:

```bash
echo 'export UV_LINK_MODE=copy' >> ~/.bashrc
source ~/.bashrc
```","No. This warning can happen in GitHub Codespaces when `uv` cannot hardlink files between the cache and the target environment.

The package still installs. `uv` falls back to copying files.

To suppress the warning for the current shell:

```bash
export UV_LINK_MODE=copy
```

To make it persistent:

```bash
echo 'export UV_LINK_MODE=copy' >> ~/.bashrc
source ~/.bashrc
```

See the `uv` documentation for more details: [https://docs.astral.sh/uv/](https://docs.astral.sh/uv/).",acf8fa5356
Is there a setting or environment variable I should add to my shell config so this warning doesn’t keep coming back?,"Yes — add this to your shell config:

```bash
export UV_LINK_MODE=copy
```

For Bash, you can make it persistent with:

```bash
echo 'export UV_LINK_MODE=copy' >> ~/.bashrc
source ~/.bashrc
```

This suppresses the warning by telling `uv` to copy files instead of trying to hardlink them.","No. This warning can happen in GitHub Codespaces when `uv` cannot hardlink files between the cache and the target environment.

The package still installs. `uv` falls back to copying files.

To suppress the warning for the current shell:

```bash
export UV_LINK_MODE=copy
```

To make it persistent:

```bash
echo 'export UV_LINK_MODE=copy' >> ~/.bashrc
source ~/.bashrc
```

See the `uv` documentation for more details: [https://docs.astral.sh/uv/](https://docs.astral.sh/uv/).",acf8fa5356
I'm getting 'dotenv is not recognized' in my project. What package do I need to install?,"Install `python-dotenv`.

For example:

```bash
uv add python-dotenv
```

Then in Python:

```python
from dotenv import load_dotenv
load_dotenv()
```","Install `python-dotenv`:

```bash
uv add python-dotenv
```

Then import and use it in Python:

```python
from dotenv import load_dotenv

load_dotenv()
```

The package is documented here: [python-dotenv](https://pypi.org/project/python-dotenv/).",0bed1f48da
What should I add with uv if load_dotenv isn't available?,"Add `python-dotenv` with uv:

```bash
uv add python-dotenv
```

Then you can use:

```python
from dotenv import load_dotenv

load_dotenv()
```","Install `python-dotenv`:

```bash
uv add python-dotenv
```

Then import and use it in Python:

```python
from dotenv import load_dotenv

load_dotenv()
```

The package is documented here: [python-dotenv](https://pypi.org/project/python-dotenv/).",0bed1f48da
"Do I need a separate Python package for dotenv, and how do I install it?","Yes. Use the `python-dotenv` package.

Install it with:

```bash
pip install python-dotenv
```

or, if you’re using `uv`:

```bash
uv add python-dotenv
```

Then in Python:

```python
from dotenv import load_dotenv

load_dotenv()
```","Install `python-dotenv`:

```bash
uv add python-dotenv
```

Then import and use it in Python:

```python
from dotenv import load_dotenv

load_dotenv()
```

The package is documented here: [python-dotenv](https://pypi.org/project/python-dotenv/).",0bed1f48da
How do I make load_dotenv work in my code after installing the dependency?,"Make sure you installed and used `python-dotenv`:

```bash
pip install python-dotenv
```

Then load your `.env` file before creating the client:

```python
from dotenv import load_dotenv

load_dotenv()
```

Also check that the variable name in `.env` is exactly `OPENAI_API_KEY`.","Install `python-dotenv`:

```bash
uv add python-dotenv
```

Then import and use it in Python:

```python
from dotenv import load_dotenv

load_dotenv()
```

The package is documented here: [python-dotenv](https://pypi.org/project/python-dotenv/).",0bed1f48da
What's the correct import for dotenv once the package is installed?,"Use:

```python
from dotenv import load_dotenv
```

","Install `python-dotenv`:

```bash
uv add python-dotenv
```

Then import and use it in Python:

```python
from dotenv import load_dotenv

load_dotenv()
```

The package is documented here: [python-dotenv](https://pypi.org/project/python-dotenv/).",0bed1f48da
Can I do the course on my own machine instead of using Codespaces?,"Yes. Codespaces is just the easiest way to start with the same environment, but you can run the course locally if you’re comfortable setting up Python, `uv`, Jupyter, Docker, and any other tools needed for the module.

If you do run it locally, make sure to document your setup and keep it reproducible.","Yes. Codespaces is just the easiest way for everyone to start with the same environment.

You can run the course locally if you are comfortable setting up Python, `uv`, Jupyter, Docker, and any other tools needed for the module.

If you run locally, make sure you document your setup and keep your environment reproducible.",aa310de435
"Is Codespaces required, or can I set everything up locally for the module?","No—Codespaces is **not required**. You can set everything up locally for the module if you’re comfortable installing the needed tools.

You’ll need to set up:
- Python
- `uv`
- Jupyter
- Docker
- any other module-specific tools

If you do run locally, make sure to:
- document your setup
- keep it reproducible

Codespaces is just the easiest way to give everyone the same starting environment.","Yes. Codespaces is just the easiest way for everyone to start with the same environment.

You can run the course locally if you are comfortable setting up Python, `uv`, Jupyter, Docker, and any other tools needed for the module.

If you run locally, make sure you document your setup and keep your environment reproducible.",aa310de435
What do I need installed if I want to run the course on my laptop?,"You need to be comfortable setting up:

- Python
- `uv`
- Jupyter
- Docker
- any other tools needed for the module

If you run locally, you should also document your setup and keep your environment reproducible.","Yes. Codespaces is just the easiest way for everyone to start with the same environment.

You can run the course locally if you are comfortable setting up Python, `uv`, Jupyter, Docker, and any other tools needed for the module.

If you run locally, make sure you document your setup and keep your environment reproducible.",aa310de435
"If I skip Codespaces and work locally, do I need to keep my setup reproducible?","Yes — if you run the course locally, you should still document your setup and keep it reproducible.","Yes. Codespaces is just the easiest way for everyone to start with the same environment.

You can run the course locally if you are comfortable setting up Python, `uv`, Jupyter, Docker, and any other tools needed for the module.

If you run locally, make sure you document your setup and keep your environment reproducible.",aa310de435
Why does the course recommend Codespaces if local setup is allowed anyway?,"Because Codespaces is the easiest way to give everyone the same starting environment. Local setup is allowed, but it requires you to manage the tools and environment yourself.","Yes. Codespaces is just the easiest way for everyone to start with the same environment.

You can run the course locally if you are comfortable setting up Python, `uv`, Jupyter, Docker, and any other tools needed for the module.

If you run locally, make sure you document your setup and keep your environment reproducible.",aa310de435
"If I keep coding in GitHub Codespaces but never commit, where does that work actually live?","Your work lives inside the Codespaces Linux VM.

If you don’t commit, it stays there until the codespace is stopped, deleted, or rebuilt.","The code is saved inside the Codespaces Linux VM.

However, you should still commit your work regularly. Codespaces can stop, disconnect, or be deleted later, and committing makes sure your work is stored in your GitHub repository.",610ccb23c0
Is my code lost right away if I close Codespaces without committing changes?,"No — your code is **not lost right away** if you close Codespaces without committing.

According to the context, code saved in Codespaces is stored inside the Codespaces Linux VM and **uncommitted changes survive a stop/start**. However, you should **commit and push regularly**, because changes can be lost if the codespace is **deleted, recreated, or rebuilt**.","The code is saved inside the Codespaces Linux VM.

However, you should still commit your work regularly. Codespaces can stop, disconnect, or be deleted later, and committing makes sure your work is stored in your GitHub repository.",610ccb23c0
"Do I really need to commit often when using Codespaces, or is the VM enough to keep my files safe?","Yes, you should still commit often.

The VM does keep your code inside the Codespaces Linux VM, but that is not fully safe long-term. Codespaces can stop, disconnect, be rebuilt, or deleted later, and uncommitted changes can be lost if that happens.

So the safe rule is:

- **VM keeps your files for the current Codespace**
- **Git commits keep your work safe in your GitHub repo**

If you want, I can also explain when uncommitted changes survive and when they don’t.","The code is saved inside the Codespaces Linux VM.

However, you should still commit your work regularly. Codespaces can stop, disconnect, or be deleted later, and committing makes sure your work is stored in your GitHub repository.",610ccb23c0
"What happens to my files in Codespaces if the VM stops, disconnects, or gets deleted later?","If you don’t commit your work, it stays inside the Codespaces Linux VM. If the VM stops, disconnects, or you later delete/recreate the codespace, uncommitted work can be lost.

So the safe practice is to commit and push regularly so your files are stored in your GitHub repository.","The code is saved inside the Codespaces Linux VM.

However, you should still commit your work regularly. Codespaces can stop, disconnect, or be deleted later, and committing makes sure your work is stored in your GitHub repository.",610ccb23c0
Should I push my work to GitHub regularly even though Codespaces already saves it in the Linux VM?,"Yes — you should still commit and push regularly.

Codespaces saves uncommitted code in the Linux VM, but if the codespace stops, is deleted, or you recreate it, that uncommitted work can be lost. Committing keeps your work safely in your GitHub repository.","The code is saved inside the Codespaces Linux VM.

However, you should still commit your work regularly. Codespaces can stop, disconnect, or be deleted later, and committing makes sure your work is stored in your GitHub repository.",610ccb23c0
Why does WSL2 say the model needs more memory than is available even though my PC has enough RAM?,"Your WSL2 is not using all the RAM on your PC. It has its own memory limit, and that limit is set lower than your total system RAM, so the model sees only the memory available inside WSL2.

To fix it, increase WSL2’s RAM allocation by creating a `.wslconfig` file in:

`C:\Users\YourUsername\.wslconfig`

with:

```ini
[wsl2]
memory=8GB
```

Then restart WSL:

```bash
wsl --shutdown
```

After that, check the available memory in WSL with `free`.","Your WSL2 is set to use Y.Y GiB, not all your computer memory. To allocate more RAM, follow these steps:

1. Create a `.wslconfig` file under your Windows user profile directory: `C:\Users\YourUsername\.wslconfig`.

2. Include the desired RAM allocation in the file:

   ```ini
   [wsl2]
   memory=8GB
   ```

3. Restart WSL using the command:

   ```bash
   wsl --shutdown
   ```

4. Run the `free` command in WSL to verify the changes.

For more details, read [this article](https://www.aleksandrhovhannisyan.com/blog/limiting-memory-usage-in-wsl-2/).",f3dd94f323
How do I increase the RAM that WSL2 can actually use on Windows?,"WSL2 doesn’t use all of your PC’s RAM by default. You can increase it by creating a `.wslconfig` file in your Windows user profile folder:

1. Create this file:
   `C:\Users\YourUsername\.wslconfig`

2. Add, for example:
   ```ini
   [wsl2]
   memory=8GB
   ```

3. Restart WSL:
   ```bash
   wsl --shutdown
   ```

4. Inside WSL, run `free` to check the available memory.

If you want, I can also show you how to set a different value or verify that Windows picked it up correctly.","Your WSL2 is set to use Y.Y GiB, not all your computer memory. To allocate more RAM, follow these steps:

1. Create a `.wslconfig` file under your Windows user profile directory: `C:\Users\YourUsername\.wslconfig`.

2. Include the desired RAM allocation in the file:

   ```ini
   [wsl2]
   memory=8GB
   ```

3. Restart WSL using the command:

   ```bash
   wsl --shutdown
   ```

4. Run the `free` command in WSL to verify the changes.

For more details, read [this article](https://www.aleksandrhovhannisyan.com/blog/limiting-memory-usage-in-wsl-2/).",f3dd94f323
Where should I put the .wslconfig file to give WSL2 more memory?,"Put the `.wslconfig` file in your Windows user profile directory:

`C:\Users\YourUsername\.wslconfig`

","Your WSL2 is set to use Y.Y GiB, not all your computer memory. To allocate more RAM, follow these steps:

1. Create a `.wslconfig` file under your Windows user profile directory: `C:\Users\YourUsername\.wslconfig`.

2. Include the desired RAM allocation in the file:

   ```ini
   [wsl2]
   memory=8GB
   ```

3. Restart WSL using the command:

   ```bash
   wsl --shutdown
   ```

4. Run the `free` command in WSL to verify the changes.

For more details, read [this article](https://www.aleksandrhovhannisyan.com/blog/limiting-memory-usage-in-wsl-2/).",f3dd94f323
What do I need to add to .wslconfig to let WSL2 use 8GB of RAM?,"Add this to your `.wslconfig`:

```ini
[wsl2]
memory=8GB
```","Your WSL2 is set to use Y.Y GiB, not all your computer memory. To allocate more RAM, follow these steps:

1. Create a `.wslconfig` file under your Windows user profile directory: `C:\Users\YourUsername\.wslconfig`.

2. Include the desired RAM allocation in the file:

   ```ini
   [wsl2]
   memory=8GB
   ```

3. Restart WSL using the command:

   ```bash
   wsl --shutdown
   ```

4. Run the `free` command in WSL to verify the changes.

For more details, read [this article](https://www.aleksandrhovhannisyan.com/blog/limiting-memory-usage-in-wsl-2/).",f3dd94f323
"After changing WSL2 memory settings, what command should I run to apply it and how can I check it worked?","Run:

```bash
wsl --shutdown
```

Then reopen WSL and check it worked with:

```bash
free
```

This should show the updated memory available inside WSL.","Your WSL2 is set to use Y.Y GiB, not all your computer memory. To allocate more RAM, follow these steps:

1. Create a `.wslconfig` file under your Windows user profile directory: `C:\Users\YourUsername\.wslconfig`.

2. Include the desired RAM allocation in the file:

   ```ini
   [wsl2]
   memory=8GB
   ```

3. Restart WSL using the command:

   ```bash
   wsl --shutdown
   ```

4. Run the `free` command in WSL to verify the changes.

For more details, read [this article](https://www.aleksandrhovhannisyan.com/blog/limiting-memory-usage-in-wsl-2/).",f3dd94f323
"Why does my GitHub Codespace keep getting stuck on ""Finishing up"" and not open?","This is usually a GitHub Codespaces reliability issue, not a course problem. Try these workarounds:

1. Go to [github.com/codespaces](https://github.com/codespaces), stop the codespace, then start it again.
2. If it still hangs on “Finishing up,” open it in the **browser** instead of desktop VS Code, or try another browser like Edge, Chrome, or Brave.
3. If nothing works, delete the codespace and create a new one.

If Codespaces keeps being flaky, you can also run the course locally instead.","These are usually GitHub Codespaces reliability issues rather than a problem with the course, so there's no single guaranteed fix — but the following workarounds resolve most cases.

**Codespace won't connect / stuck on ""Finishing up"":**

- Go to [github.com/codespaces](https://github.com/codespaces), stop the codespace, and start it again.
- If it still won't connect, open it in the **browser** instead of desktop VS Code, or try a different browser (Edge/Chrome/Brave).
- As a last resort, delete the codespace and create a new one.

**""My setup is all gone"":**

- The repo in `/workspaces` persists across stop/start, but a **rebuild or a brand-new codespace** starts from a clean image, and system/global installs outside your project don't always survive. Reinstalling is quick with `uv` (`uv sync` / `uv add ...`).
- **Commit and push your work often** — uncommitted changes survive a stop/start but are lost if you delete or recreate the codespace.

If Codespaces keeps being flaky for you, consider running the course locally instead — see ""[Can I run the course locally instead of Codespaces?](026_aa310de435_can-i-run-the-course-locally-instead-of-codespaces.md)"".",830f3d2018
What should I try first if my Codespace won’t reconnect after stopping and starting it?,"Try this first: go to **github.com/codespaces**, **stop the codespace**, and then **start it again**.","These are usually GitHub Codespaces reliability issues rather than a problem with the course, so there's no single guaranteed fix — but the following workarounds resolve most cases.

**Codespace won't connect / stuck on ""Finishing up"":**

- Go to [github.com/codespaces](https://github.com/codespaces), stop the codespace, and start it again.
- If it still won't connect, open it in the **browser** instead of desktop VS Code, or try a different browser (Edge/Chrome/Brave).
- As a last resort, delete the codespace and create a new one.

**""My setup is all gone"":**

- The repo in `/workspaces` persists across stop/start, but a **rebuild or a brand-new codespace** starts from a clean image, and system/global installs outside your project don't always survive. Reinstalling is quick with `uv` (`uv sync` / `uv add ...`).
- **Commit and push your work often** — uncommitted changes survive a stop/start but are lost if you delete or recreate the codespace.

If Codespaces keeps being flaky for you, consider running the course locally instead — see ""[Can I run the course locally instead of Codespaces?](026_aa310de435_can-i-run-the-course-locally-instead-of-codespaces.md)"".",830f3d2018
Is there a way to fix Codespaces by using the browser version instead of VS Code desktop?,"Yes — if Codespaces won’t reconnect, you can try opening it in the **browser** instead of desktop VS Code, or even use a different browser like Edge, Chrome, or Brave.

If it’s still flaky, the context also suggests:
- stop and restart the codespace at [github.com/codespaces](https://github.com/codespaces)
- as a last resort, delete it and create a new one
- if Codespaces keeps being unreliable, consider running the course locally instead

","These are usually GitHub Codespaces reliability issues rather than a problem with the course, so there's no single guaranteed fix — but the following workarounds resolve most cases.

**Codespace won't connect / stuck on ""Finishing up"":**

- Go to [github.com/codespaces](https://github.com/codespaces), stop the codespace, and start it again.
- If it still won't connect, open it in the **browser** instead of desktop VS Code, or try a different browser (Edge/Chrome/Brave).
- As a last resort, delete the codespace and create a new one.

**""My setup is all gone"":**

- The repo in `/workspaces` persists across stop/start, but a **rebuild or a brand-new codespace** starts from a clean image, and system/global installs outside your project don't always survive. Reinstalling is quick with `uv` (`uv sync` / `uv add ...`).
- **Commit and push your work often** — uncommitted changes survive a stop/start but are lost if you delete or recreate the codespace.

If Codespaces keeps being flaky for you, consider running the course locally instead — see ""[Can I run the course locally instead of Codespaces?](026_aa310de435_can-i-run-the-course-locally-instead-of-codespaces.md)"".",830f3d2018
I rebuilt my Codespace and now my installs are gone — is that normal?,"Yes — that can be normal.

A **rebuild** or a **brand-new Codespace** starts from a clean image, so **system/global installs outside your project may not survive**. The repo in `/workspaces` persists across stop/start, but rebuilds can wipe that environment state.

If you need to restore things, reinstall with `uv`:

```bash
uv sync
uv add ...
```

Also, make sure you **commit and push your work often**, since uncommitted changes can be lost if you delete or recreate the Codespace.","These are usually GitHub Codespaces reliability issues rather than a problem with the course, so there's no single guaranteed fix — but the following workarounds resolve most cases.

**Codespace won't connect / stuck on ""Finishing up"":**

- Go to [github.com/codespaces](https://github.com/codespaces), stop the codespace, and start it again.
- If it still won't connect, open it in the **browser** instead of desktop VS Code, or try a different browser (Edge/Chrome/Brave).
- As a last resort, delete the codespace and create a new one.

**""My setup is all gone"":**

- The repo in `/workspaces` persists across stop/start, but a **rebuild or a brand-new codespace** starts from a clean image, and system/global installs outside your project don't always survive. Reinstalling is quick with `uv` (`uv sync` / `uv add ...`).
- **Commit and push your work often** — uncommitted changes survive a stop/start but are lost if you delete or recreate the codespace.

If Codespaces keeps being flaky for you, consider running the course locally instead — see ""[Can I run the course locally instead of Codespaces?](026_aa310de435_can-i-run-the-course-locally-instead-of-codespaces.md)"".",830f3d2018
"What happens to my work if I delete the Codespace, and how can I avoid losing changes?","If you delete the Codespace, any uncommitted changes in it are lost.

To avoid losing your work, commit and push your changes to your GitHub repository regularly. That way, your code is stored in the repo and not only inside the Codespaces VM.","These are usually GitHub Codespaces reliability issues rather than a problem with the course, so there's no single guaranteed fix — but the following workarounds resolve most cases.

**Codespace won't connect / stuck on ""Finishing up"":**

- Go to [github.com/codespaces](https://github.com/codespaces), stop the codespace, and start it again.
- If it still won't connect, open it in the **browser** instead of desktop VS Code, or try a different browser (Edge/Chrome/Brave).
- As a last resort, delete the codespace and create a new one.

**""My setup is all gone"":**

- The repo in `/workspaces` persists across stop/start, but a **rebuild or a brand-new codespace** starts from a clean image, and system/global installs outside your project don't always survive. Reinstalling is quick with `uv` (`uv sync` / `uv add ...`).
- **Commit and push your work often** — uncommitted changes survive a stop/start but are lost if you delete or recreate the codespace.

If Codespaces keeps being flaky for you, consider running the course locally instead — see ""[Can I run the course locally instead of Codespaces?](026_aa310de435_can-i-run-the-course-locally-instead-of-codespaces.md)"".",830f3d2018
"Can I skip OpenAI and use another LLM provider for the RAG module, or is the course locked to OpenAI only?","Yes — the course is **not locked to OpenAI**. You can use **another LLM provider** for the RAG module.

Options mentioned in the course context include:

- **OpenAI-compatible hosted providers** like Groq, OpenRouter, DeepSeek, Gemini, Z.ai, Mistral
- **Open-source models via Hugging Face**
- **Local models** via Ollama, vLLM, LM Studio, etc.
- **Other providers** such as Azure OpenAI or Anthropic, with some code adjustments if needed

In most cases, if the provider is OpenAI-compatible, you only need to change:

- `base_url`
- API key
- model name

So yes, you can skip OpenAI and use another provider.","If the provider used in the course isn't available or is blocked in your region (or you simply prefer another one), you can use any other LLM provider — the course isn't tied to OpenAI. Just switch to something else:

- Hosted, OpenAI-compatible providers — e.g. Groq, OpenRouter, DeepSeek, Gemini, Z.ai, Mistral. The course code uses the OpenAI client, so you usually only need to change the `base_url`, the API key, and the model name.
- Open models via Hugging Face (e.g. Qwen, Llama) if you prefer hosted open-source models.
- Serve a model locally with [Ollama](https://ollama.com/), [vLLM](https://github.com/vllm-project/vllm), LM Studio, or anything else — no external API call at all, so regional blocks don't apply and you don't need a paid key. Most of these also expose an OpenAI-compatible endpoint, so the course code works with only a `base_url` change.
- Rent a GPU machine and serve the model there (e.g. with vLLM) if your own machine can't run the model you want. This gives you a private OpenAI-compatible endpoint to point the course code at — just remember to stop/delete the instance when you're done so you don't keep paying for it.
- A VPN also works if you just need to reach a provider that's blocked at the network level.

Anything with an OpenAI-compatible endpoint (or a locally served model) will work — pick whatever is available and convenient for you.

For a curated list of options, see [Awesome LLMs](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md) in the course repo, which collects OpenAI API alternatives and tools for running models locally.",c6ff9083c0
